mode,cell_id,cell_label,session,n,k,m,alpha,beta,delta,mu,xi,seed,convergence_window,max_periods,eval_periods,converged,periods_to_convergence,detected_cycle_length,profit_gain_mean,p_n,p_m,discrete_nash_action_0,discrete_nash_action_1,discrete_monopoly_action_0,discrete_monopoly_action_1,discrete_nash_price_0,discrete_nash_price_1,discrete_monopoly_price_0,discrete_monopoly_price_1,pi_n_0,pi_n_1,pi_m_0,pi_m_1,wall_time_seconds,run_started_at,run_completed_at,code_version,dirty_worktree,long_run_avg_price_0,long_run_avg_price_1,long_run_avg_profit_0,long_run_avg_profit_1,profit_gain_delta_0,profit_gain_delta_1,last_price_0,last_price_1
representative,0,representative:alpha=0.15:beta=4e-06,0,2,1,15,0.15,4e-06,0.95,0.25,0.1,10000,10000000,10000000,100000,False,10000000,2,0.8398883566613407,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.272430000000895,2026-05-30T18:08:57.897728+00:00,2026-05-30T18:09:03.170203+00:00,unknown,,1.7764488053508016,1.7570750513927127,0.31140993060133704,0.32596193414837943,0.7778360639147305,0.9019406494079509,1.776448805350491,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,1,2,1,15,0.15,4e-06,0.95,0.25,0.1,10001,10000000,10000000,100000,False,10000000,1,0.9695789049973705,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.3953537000015785,2026-05-30T18:08:57.899728+00:00,2026-05-30T18:09:03.295202+00:00,unknown,,1.853943821178618,1.853943821178618,0.33389292341312954,0.33389292341312954,0.9695789049973705,0.9695789049973705,1.8539438211767738,1.8539438211767738
representative,0,representative:alpha=0.15:beta=4e-06,2,2,1,15,0.15,4e-06,0.95,0.25,0.1,10002,10000000,10000000,100000,False,10000000,2,0.9488643308350324,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.259304600000178,2026-05-30T18:08:57.900728+00:00,2026-05-30T18:09:03.159202+00:00,unknown,,1.8539438211750052,1.8733175751309743,0.3401045273581617,0.3228235044971544,1.0225536400813893,0.8751750215886756,1.9314388370030566,1.9314388370030566
representative,0,representative:alpha=0.15:beta=4e-06,3,2,1,15,0.15,4e-06,0.95,0.25,0.1,10003,10000000,10000000,100000,False,10000000,1,0.9476184238284344,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.3715637999994215,2026-05-30T18:08:57.915729+00:00,2026-05-30T18:09:03.287200+00:00,unknown,,1.853943821178618,1.8151963132630151,0.3133526901945411,0.3492831615917269,0.7944045984981742,1.1008322491586946,1.8539438211767738,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,4,2,1,15,0.15,4e-06,0.95,0.25,0.1,10004,10000000,10000000,100000,False,10000000,1,0.9809839251393688,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.321356599997671,2026-05-30T18:08:57.917728+00:00,2026-05-30T18:09:03.239203+00:00,unknown,,1.892691329091976,1.853943821178618,0.3167084369424495,0.35375202328186994,0.8230235826691915,1.138944267609546,1.892691329089915,1.8539438211767738
representative,0,representative:alpha=0.15:beta=4e-06,5,2,1,15,0.15,4e-06,0.95,0.25,0.1,10005,10000000,10000000,100000,False,10000000,1,0.9695789049973705,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.32622099999935,2026-05-30T18:08:57.937728+00:00,2026-05-30T18:09:03.263201+00:00,unknown,,1.853943821178618,1.853943821178618,0.33389292341312954,0.33389292341312954,0.9695789049973705,0.9695789049973705,1.8539438211767738,1.8539438211767738
representative,0,representative:alpha=0.15:beta=4e-06,6,2,1,15,0.15,4e-06,0.95,0.25,0.1,10006,10000000,10000000,100000,False,10000000,3,0.972924150464187,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.818370400000276,2026-05-30T18:09:03.160202+00:00,2026-05-30T18:09:07.978814+00:00,unknown,,1.8668591405154715,1.8797748473261635,0.34059867891300477,0.3279716679171079,1.0267679376993342,0.9190803632290399,1.8151963132636324,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,7,2,1,15,0.15,4e-06,0.95,0.25,0.1,10007,10000000,10000000,100000,False,10000000,2,0.7243499363505392,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.912088400000357,2026-05-30T18:09:03.170203+00:00,2026-05-30T18:09:08.082297+00:00,unknown,,1.6989537895231375,1.7570750513927127,0.32490934698545637,0.2853673786845795,0.8929638172399433,0.555736055461135,1.8151963132636324,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,8,2,1,15,0.15,4e-06,0.95,0.25,0.1,10008,10000000,10000000,100000,False,10000000,2,0.8259622603672541,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.8411605000001146,2026-05-30T18:09:03.239203+00:00,2026-05-30T18:09:08.080296+00:00,unknown,,1.7570750513938647,1.8151963132646065,0.3383650762209965,0.29574095267160616,1.0077189912534292,0.6442055294810788,1.8539438211767738,1.776448805350491
representative,0,representative:alpha=0.15:beta=4e-06,9,2,1,15,0.15,4e-06,0.95,0.25,0.1,10009,10000000,10000000,100000,False,10000000,1,0.9809839251393688,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.949580499996955,2026-05-30T18:09:03.264203+00:00,2026-05-30T18:09:08.213297+00:00,unknown,,1.892691329091976,1.853943821178618,0.3167084369424495,0.35375202328186994,0.8230235826691915,1.138944267609546,1.892691329089915,1.8539438211767738
representative,0,representative:alpha=0.15:beta=4e-06,10,2,1,15,0.15,4e-06,0.95,0.25,0.1,10010,10000000,10000000,100000,False,10000000,2,0.9059111296831801,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.856082999998762,2026-05-30T18:09:03.287200+00:00,2026-05-30T18:09:08.143296+00:00,unknown,,1.8151963132646065,1.7958225593069517,0.31755094480443935,0.3353040485239849,0.8302087849438489,0.9816134744225113,1.8539438211767738,1.776448805350491
representative,0,representative:alpha=0.15:beta=4e-06,11,2,1,15,0.15,4e-06,0.95,0.25,0.1,10011,10000000,10000000,100000,False,10000000,1,0.9874273117711752,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.90841619999992,2026-05-30T18:09:03.295202+00:00,2026-05-30T18:09:08.204296+00:00,unknown,,1.9701863449203258,1.9701863449203258,0.33598575566142425,0.33598575566142425,0.9874273117711752,0.9874273117711752,1.9701863449161978,1.9701863449161978
representative,0,representative:alpha=0.15:beta=4e-06,12,2,1,15,0.15,4e-06,0.95,0.25,0.1,10012,10000000,10000000,100000,False,10000000,1,0.8325800850729831,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.4833766000010655,2026-05-30T18:09:07.978814+00:00,2026-05-30T18:09:13.461662+00:00,unknown,,1.7377012974378705,1.7764488053508016,0.33430925737502404,0.3013487304272151,0.9731295469141785,0.6920306232317877,1.7377012974373498,1.776448805350491
representative,0,representative:alpha=0.15:beta=4e-06,13,2,1,15,0.15,4e-06,0.95,0.25,0.1,10013,10000000,10000000,100000,False,10000000,1,0.5976710679293731,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.448982100002468,2026-05-30T18:09:08.080296+00:00,2026-05-30T18:09:13.529551+00:00,unknown,,1.6989537895224467,1.6214587737020123,0.2624356177366136,0.3181334007560621,0.3601659624580071,0.835176173400739,1.6989537895242084,1.6214587736979258
representative,0,representative:alpha=0.15:beta=4e-06,14,2,1,15,0.15,4e-06,0.95,0.25,0.1,10014,10000000,10000000,100000,False,10000000,1,0.8977286616688271,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.5490328000014415,2026-05-30T18:09:08.083297+00:00,2026-05-30T18:09:13.632022+00:00,unknown,,1.7764488053508016,1.8151963132630151,0.342749076301613,0.30818703057962304,1.0451072801614358,0.7503500431762186,1.776448805350491,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,15,2,1,15,0.15,4e-06,0.95,0.25,0.1,10015,10000000,10000000,100000,False,10000000,1,0.8708867292586706,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.584269400002086,2026-05-30T18:09:08.143296+00:00,2026-05-30T18:09:13.728021+00:00,unknown,,1.7764488053508016,1.7764488053508016,0.32232067662057773,0.32232067662057773,0.8708867292586706,0.8708867292586706,1.776448805350491,1.776448805350491
representative,0,representative:alpha=0.15:beta=4e-06,16,2,1,15,0.15,4e-06,0.95,0.25,0.1,10016,10000000,10000000,100000,False,10000000,2,0.7832930979231267,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.53470020000168,2026-05-30T18:09:08.204296+00:00,2026-05-30T18:09:13.739021+00:00,unknown,,1.7570750513943842,1.7183275434802285,0.29708614230279684,0.32701345853126823,0.6556777780308414,0.9109084178154121,1.7377012974373498,1.660206281611067
representative,0,representative:alpha=0.15:beta=4e-06,17,2,1,15,0.15,4e-06,0.95,0.25,0.1,10017,10000000,10000000,100000,False,10000000,1,0.8325800850729831,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.455610299999535,2026-05-30T18:09:08.213297+00:00,2026-05-30T18:09:13.669021+00:00,unknown,,1.7764488053508016,1.7377012974378705,0.3013487304272151,0.33430925737502404,0.6920306232317877,0.9731295469141785,1.776448805350491,1.7377012974373498
representative,0,representative:alpha=0.15:beta=4e-06,18,2,1,15,0.15,4e-06,0.95,0.25,0.1,10018,10000000,10000000,100000,False,10000000,2,0.8215035726527565,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.228230799999437,2026-05-30T18:09:13.462662+00:00,2026-05-30T18:09:18.690541+00:00,unknown,,1.7764488053501222,1.7764488053507907,0.31850323748949305,0.3145571758977894,0.8383302706598715,0.8046768746456415,1.6989537895242084,1.660206281611067
representative,0,representative:alpha=0.15:beta=4e-06,19,2,1,15,0.15,4e-06,0.95,0.25,0.1,10019,10000000,10000000,100000,False,10000000,2,0.9226735427485098,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.391025500000978,2026-05-30T18:09:13.529551+00:00,2026-05-30T18:09:18.920542+00:00,unknown,,1.8151963132646065,1.8151963132630151,0.3280508832481447,0.32873509608557894,0.9197559393303819,0.9255911461666375,1.8539438211767738,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,20,2,1,15,0.15,4e-06,0.95,0.25,0.1,10020,10000000,10000000,100000,False,10000000,2,0.8618164229686137,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.204748899999686,2026-05-30T18:09:13.632022+00:00,2026-05-30T18:09:18.837543+00:00,unknown,,1.7764488053501226,1.8151963132646065,0.336326284568512,0.30618797354910543,0.9903314616173434,0.733301384319884,1.8539438211767738,1.776448805350491
representative,0,representative:alpha=0.15:beta=4e-06,21,2,1,15,0.15,4e-06,0.95,0.25,0.1,10021,10000000,10000000,100000,False,10000000,1,0.7989537912756846,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.309912600001553,2026-05-30T18:09:13.670021+00:00,2026-05-30T18:09:18.980033+00:00,unknown,,1.7377012974378705,1.7377012974378705,0.31388611020615,0.31388611020615,0.7989537912756846,0.7989537912756846,1.7377012974373498,1.7377012974373498
representative,0,representative:alpha=0.15:beta=4e-06,22,2,1,15,0.15,4e-06,0.95,0.25,0.1,10022,10000000,10000000,100000,False,10000000,1,0.9476184238284344,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.29428039999766,2026-05-30T18:09:13.728021+00:00,2026-05-30T18:09:19.022921+00:00,unknown,,1.8151963132630151,1.853943821178618,0.3492831615917269,0.3133526901945411,1.1008322491586946,0.7944045984981742,1.8151963132636324,1.8539438211767738
representative,0,representative:alpha=0.15:beta=4e-06,23,2,1,15,0.15,4e-06,0.95,0.25,0.1,10023,10000000,10000000,100000,False,10000000,1,0.9967391042923603,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,5.3241737999996985,2026-05-30T18:09:13.739021+00:00,2026-05-30T18:09:19.063781+00:00,unknown,,1.892691329091976,1.931438836999107,0.3560183248264261,0.31813691302448066,1.1582720813281557,0.8352061272565648,1.892691329089915,1.9314388370030566
representative,0,representative:alpha=0.15:beta=4e-06,24,2,1,15,0.15,4e-06,0.95,0.25,0.1,10024,10000000,10000000,100000,False,10000000,1,0.9476184238284344,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.755161699999007,2026-05-30T18:09:18.690541+00:00,2026-05-30T18:09:23.446572+00:00,unknown,,1.853943821178618,1.8151963132630151,0.3133526901945411,0.3492831615917269,0.7944045984981742,1.1008322491586946,1.8539438211767738,1.8151963132636324
representative,0,representative:alpha=0.15:beta=4e-06,25,2,1,15,0.15,4e-06,0.95,0.25,0.1,10025,10000000,10000000,100000,False,10000000,1,0.6620232201649494,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.62894850000157,2026-05-30T18:09:18.837543+00:00,2026-05-30T18:09:23.466762+00:00,unknown,,1.660206281609674,1.6989537895224467,0.312405914853117,0.2832544516968483,0.786330166621986,0.5377162737079129,1.660206281611067,1.6989537895242084
representative,0,representative:alpha=0.15:beta=4e-06,26,2,1,15,0.15,4e-06,0.95,0.25,0.1,10026,10000000,10000000,100000,False,10000000,1,0.9967391042923603,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.681962599999679,2026-05-30T18:09:18.921549+00:00,2026-05-30T18:09:23.603683+00:00,unknown,,1.931438836999107,1.892691329091976,0.31813691302448066,0.3560183248264261,0.8352061272565648,1.1582720813281557,1.9314388370030566,1.892691329089915
representative,0,representative:alpha=0.15:beta=4e-06,27,2,1,15,0.15,4e-06,0.95,0.25,0.1,10027,10000000,10000000,100000,False,10000000,2,0.6195022355813087,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.8112723999984155,2026-05-30T18:09:18.980033+00:00,2026-05-30T18:09:23.791685+00:00,unknown,,1.6989537895236662,1.6602062816102243,0.28302748603352906,0.3026612019354111,0.5357806309988953,0.703223840163722,1.660206281611067,1.543963757871643
representative,0,representative:alpha=0.15:beta=4e-06,28,2,1,15,0.15,4e-06,0.95,0.25,0.1,10028,10000000,10000000,100000,False,10000000,2,0.7576183910295922,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.795927799998026,2026-05-30T18:09:19.022921+00:00,2026-05-30T18:09:23.818684+00:00,unknown,,1.8151963132630151,1.737701297437198,0.28595292984259363,0.33212564567159075,0.5607298409227381,0.9545069411364462,1.8151963132636324,1.892691329089915
representative,0,representative:alpha=0.15:beta=4e-06,29,2,1,15,0.15,4e-06,0.95,0.25,0.1,10029,10000000,10000000,100000,False,10000000,2,0.7956761602526096,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.788762100000895,2026-05-30T18:09:19.063781+00:00,2026-05-30T18:09:23.852683+00:00,unknown,,1.7764488053507905,1.7570750513943842,0.302287605914754,0.3247159708880592,0.7000376823858134,0.8913146381194057,1.892691329089915,1.7377012974373498
representative,0,representative:alpha=0.15:beta=4e-06,30,2,1,15,0.15,4e-06,0.95,0.25,0.1,10030,10000000,10000000,100000,False,10000000,1,0.5094274288525722,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.826133999999001,2026-05-30T18:09:23.446572+00:00,2026-05-30T18:09:28.272628+00:00,unknown,,1.6214587737020123,1.6214587737020123,0.27993741575461767,0.27993741575461767,0.5094274288525722,0.5094274288525722,1.6214587736979258,1.6214587736979258
representative,0,representative:alpha=0.15:beta=4e-06,31,2,1,15,0.15,4e-06,0.95,0.25,0.1,10031,10000000,10000000,100000,False,10000000,1,0.7820480516535492,1.472926660030884,1.9249809190175329,1,1,13,13,1.4664687420453604,1.4664687420453604,1.9314388370030566,1.9314388370030566,0.22020400846622798,0.22020400846622798,0.337459978414553,0.337459978414553,4.971899100000883,2026-05-30T18:09:23.466762+00:00,2026-05-30T18:09:28.438770+00:00,unknown,,1.7764488053508016,1.6989537895224467,0.2800707849008614,0.34373683771726393,0.5105648476663223,1.053531255640776,1.776448805350491,1.6989537895242084
